aphiaidaccepted;scientificnameaccepted;trait;phylum;scientificnameauthorship
149170;Triceratium favus;phy;Ochrophyta;Ehrenberg, 1839
177604;Trichodesmium;cyano;Cyanobacteria;Ehrenberg ex Gomont, 1892
839991;Trieres mobiliensis;phy;Ochrophyta;(J.W.Bailey) Ashworth & E.C.Theriot in Ashworth, Nakov & E.C.Theiriot, 2013
839996;Trieres regia;phy;Ochrophyta;(M.Schultze) M.P.Ashworth & E.C.Theriot, 2013
113757;Trifarina bradyi;foram;Foraminifera;Cushman, 1923
699394;Trigonium alternans;phytoplankton;Ochrophyta;(Bailey) A.Mann, 1907
112047;Triloculina;foram;Foraminifera;d'Orbigny, 1826
162834;Tripodiscus argus;phytoplankton;Ochrophyta;Ehrenberg, 1839
494057;Tripos;phy;Myzozoa;Bory de Saint-Vincent, 1823
841182;Tripos arietinus;phytoplankton;Myzozoa;(Cleve) F.GÛmez, 2013
837310;Tripos azoricus;phytoplankton;Myzozoa;(Cleve) F.GÛmez, 2013
841184;Tripos belone;phy;Myzozoa;(Cleve) F.GÛmez, 2013
841190;Tripos bucephalus;phytoplankton;Myzozoa;(Cleve) F.GÛmez, 2013
841191;Tripos buceros;phytoplankton;Myzozoa;(Zacharias) F.GÛmez, 2013
841193;Tripos candelabrum;phytoplankton;Myzozoa;(Ehrenberg) F.GÛmez, 2013
837448;Tripos carriensis;phytoplankton;Myzozoa;(Gourret) F.GÛmez, 2013
841199;Tripos compressus;phytoplankton;Myzozoa;(Gran) F.GÛmez, 2013
841198;Tripos concilians;phytoplankton;Myzozoa;(J¯rgenen) F.GÛmez, 2013
841200;Tripos contortus;phytoplankton;Myzozoa;(Gourret) F.GÛmez, 2013
841202;Tripos declinatus;phytoplankton;Myzozoa;(G.Karsten) F.GÛmez, 2013
837221;Tripos falcatiformis;phy;Myzozoa;(Jˆrgenen) F.GÛmez, 2013
840627;Tripos furca;phytoplankton;Myzozoa;(Ehrenberg) F.GÛmez, 2013
840626;Tripos fusus;phytoplankton;Myzozoa;(Ehrenberg) F.GÛmez, 2013
837453;Tripos horridus;phy;Myzozoa;(Cleve) F.GÛmez, 2013
837455;Tripos inflatus;phytoplankton;Myzozoa;(Kofoid) F.GÛmez, 2013
841256;Tripos karstenii;phytoplankton;Myzozoa;(Pavillard) F.GÛmez, 1907
837456;Tripos kofoidii;phytoplankton;Myzozoa;(Jˆrgenen) F.GÛmez, 2013
841258;Tripos limulus;phytoplankton;Myzozoa;(Pouchet) F.GÛmez, 2013
837459;Tripos lineatus;phytoplankton;Myzozoa;(Ehrenberg) F.GÛmez, 2013
841259;Tripos longipes;phytoplankton;Myzozoa;(Bailey) F.GÛmez, 2013
837227;Tripos longirostrus;phytoplankton;Myzozoa;(Gourret) F.GÛmez, 2013
837229;Tripos lunula;phy;Myzozoa;(Schimper ex Karsten) F.GÛmez, 2013
841260;Tripos macroceros;phytoplankton;Myzozoa;(Ehrenberg) F.GÛmez, 2013
841261;Tripos massiliensis;phy;Myzozoa;(Gourret) F.GÛmez, 2013
841263;Tripos minutus;phytoplankton;Myzozoa;(Jˆrgensen) F.GÛmez, 2013
495363;Tripos muelleri;phytoplankton;Myzozoa;Bory de Saint-Vincent, 1824
841746;Tripos pentagonus;phytoplankton;Myzozoa;(Gourret) F.GÛmez, 2013
841751;Tripos pulchellus;phytoplankton;Myzozoa;(Schrˆder) F.GÛmez, 2013
837234;Tripos ranipes;phytoplankton;Myzozoa;(Cleve) F.GÛmez, 2013
837446;Tripos setaceus;phy;Myzozoa;(J¯rgesen) F.GÛmez, 2013
1381154;Tripos teres;phytoplankton;Myzozoa;(Kofoid) F.GÛmez, 2013
842517;Tripos trichoceros;phy;Myzozoa;(Ehrenberg) GÛmez, 2013
838205;Tripos vultur;phytoplankton;Myzozoa;(Cleve) F.GÛmez, 2013
146261;Tritaxis britannica;foram;Foraminifera;Brˆnnimann & Whittaker, 1990
112412;Trochammina;foram;Foraminifera;Parker & Jones, 1859
114348;Trochammina inflata;foram;Foraminifera;(Montagu, 1808)
416108;Trochamminoides;foram;Foraminifera;Cushman, 1910
648082;Trochodinium prismaticum;phy;Myzozoa;Conrad
149518;Tropidoneis;phytoplankton;Ochrophyta;P.T. Cleve, 1891
149519;Tropidoneis lepidoptera;phytoplankton;Ochrophyta;(Gregory) Cleve, 1894
176393;Tryblionella apiculata;phy;Ochrophyta;Gregory, 1857
447746;Tryblionella compressa;phytoplankton;Ochrophyta;(J.W.Bailey) M.Poulin, 1990
176540;Tryblionella punctata;phytoplankton;Ochrophyta;W.Smith, 1853
113462;Turborotalita quinqueloba;foram;Foraminifera;(Natland, 1938)
144987;Ulonema rhizophorum;not;Ochrophyta;Foslie, 1894
144287;Ulothrix;not;Chlorophyta;K¸tzing, 1833
145925;Ulothrix flacca;not;Chlorophyta;(Dillwyn) Thuret, 1863
145927;Ulothrix implexa;not;Chlorophyta;(K¸tzing) K¸tzing, 1849
145929;Ulothrix palusalsa;not;Chlorophyta;Lokhorst, 1979
145930;Ulothrix speciosa;not;Chlorophyta;(Carmichael) K¸tzing, 1849
144296;Ulva;not;Chlorophyta;Linnaeus, 1753
660661;Ulva australis;not;Chlorophyta;Areschoug, 1854
371788;Ulva californica;not;Chlorophyta;Wille, 1899
156078;Ulva clathrata;not;Chlorophyta;(Roth) C.Agardh, 1811
234462;Ulva compressa;not;Chlorophyta;Linnaeus, 1753
145981;Ulva curvata;not;Chlorophyta;(K¸tzing) De Toni, 1889
234468;Ulva flexuosa;not;Chlorophyta;Wulfen, 1803
495888;Ulva flexuosa subsp. pilifera;not;Chlorophyta;(K¸tzing) M.J.Wynne, 2005
145983;Ulva gigantea;not;Chlorophyta;(K¸tzing) Bliding, 1969
234471;Ulva intestinalis;not;Chlorophyta;Linnaeus, 1753
234472;Ulva intestinaloides;not;Chlorophyta;(Koeman & Hoek) H.S.Hayden, Blomster, Maggs, P.C.Silva, Stanhope & Waaland, 2003
145984;Ulva lactuca;not;Chlorophyta;Linnaeus, 1753
234474;Ulva linza;not;Chlorophyta;Linnaeus, 1753
234476;Ulva prolifera;not;Chlorophyta;O.F.M¸ller, 1778
145988;Ulva pseudocurvata;not;Chlorophyta;Koeman & Hoek, 1981
145990;Ulva rigida;not;Chlorophyta;C.Agardh, 1823
145991;Ulva rotundata;not;Chlorophyta;Bliding, 1968
367160;Ulva tenera;not;Chlorophyta;Kornmann & Sahling
234481;Ulva torta;not;Chlorophyta;(Mertens) Trevisan, 1842
157123;Ulvaria obscura;not;Chlorophyta;(K¸tzing) P.Gayral ex C.Bliding, 1969
550925;Ulvaria obscura var. blyttii;not;Chlorophyta;(Areschoug) Bliding, 1969
494992;Ulvaria splendens;not;Chlorophyta;(Ruprecht) K.L.Vinogradova, 1979
732253;Ulvella heteroclada;not;Chlorophyta;(Correa & R.Nielsen)R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
732249;Ulvella inflata;not;Chlorophyta;(Ercegovic) R.Nielsen, C.J.O'Kelly & B. Wysor, 2013
144886;Ulvella lens;not;Chlorophyta;P.L.Crouan & H.M.Crouan, 1859
732246;Ulvella leptochaete;not;Chlorophyta;(Huber) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
732255;Ulvella operculata;not;Chlorophyta;(Correa & R.Nielsen) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
732257;Ulvella repens;not;Chlorophyta;(Pringsheim) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
732330;Ulvella scutata;not;Chlorophyta;(Reinke) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
144888;Ulvella setchellii;not;Chlorophyta;P.J.L.Dangeard, 1931
732259;Ulvella viridis;not;Chlorophyta;(Reinke) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
732245;Ulvella wittrockii;not;Chlorophyta;(Wille) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013
235937;Umbellosphaera;phy;Haptophyta;Paasche, 1955
840293;Umbraulva dangeardii;not;Chlorophyta;M.J.Wynne & G.Furnari, 2014
145721;Undaria pinnatifida;not;Ochrophyta;(Harvey) Suringar, 1873
8027;Urceolus;phy;Euglenozoa;C.von Mereschkowsky, 1879
143943;Uronema;not;Ciliophora;Dujardin, 1841
162545;Urospora bangioides;not;Chlorophyta;(Harvey) Holmes & Batters, 1891
144419;Urospora neglecta;not;Chlorophyta;(Kornmann) Lokhorst & Trask, 1981
144420;Urospora penicilliformis;not;Chlorophyta;(Roth) Areschoug, 1866
144421;Urospora wormskioldii;not;Chlorophyta;(Mertens) Rosenvinge, 1893
425626;Urotricha;not;Ciliophora;ClaparËde & Lachmann, 1959
113772;Uvigerina mediterranea;foram;Foraminifera;Hofker, 1932
113773;Uvigerina peregrina;foram;Foraminifera;Cushman, 1923
112100;Valvulineria;foram;Foraminifera;Cushman, 1926
144303;Vaucheria;not;Ochrophyta;A.P.de Candolle, 1801
146021;Vaucheria dichotoma;not;Ochrophyta;(Linnaeus) C.Martius, 1817
157231;Vaucheria longicaulis;not;Ochrophyta;Hoppaugh, 1930
146027;Vaucheria piloboloides;not;Ochrophyta;Thuret, 1854
146029;Vaucheria sescuplicaria;not;Ochrophyta;T.A.Christensen, 1952
146031;Vaucheria synandra;not;Ochrophyta;Woronin, 1869
911842;Verneuilina muensteri;foram;Foraminifera;Reuss, 1854
163728;Vibrio paxillifer;phytoplankton;Ochrophyta;O.F.M¸ller, 1786
175322;Vibrio tripunctatus;phy;Ochrophyta;O.F.M¸ller, 1786
707927;Vicicitus globosus;phy;Ochrophyta;(Y.Hara & Chihara) F.H.Chang, 2012
163573;Vorticella;not;Ciliophora;Linnaeus, 1767
109491;Warnowia;phytoplankton;Myzozoa;Lindemann, 1928
109909;Warnowia fusus;phy;Myzozoa;(Sch¸tt) Lindemann, 1928
233143;Warnowia parva;phy;Myzozoa;(Lohmann) Er.Lindemann, 1928
233144;Warnowia polyphemus;phytoplankton;Myzozoa;(Pouchet) J.Schiller, 1933
624489;Wittrockiella amphibia;not;Chlorophyta;(Collins) C.Boedeker & G.I.Hansen, 2010
109492;Woloszynskia;phytoplankton;Myzozoa;R.H.Thompson, 1951
146617;Woronichinia;cyano;Cyanobacteria;Elenkin, 1933
177484;Woronichinia compacta;cyano;Cyanobacteria;(Lemmermann) Kom·rek & Hind·k, 1988
548016;Zanardinia typus;not;Ochrophyta;(Nardo) P.C.Silva, 2000
163288;Zygoceros rhombus;phytoplankton;Ochrophyta;Ehrenberg, 1839
179790;Zygoceros surirella;phy;Ochrophyta;Ehrenberg, 1840
